Date,Levels
01.01.1999 00:00:00   ,231.04
01.02.1999 00:00:00   ,230.95
01.03.1999 00:00:00   ,230.84
01.04.1999 00:00:00   ,230.82
01.05.1999 00:00:00   ,230.95
01.06.1999 00:00:00   ,230.91
01.07.1999 00:00:00   ,230.8
01.08.1999 00:00:00   ,230.71
01.09.1999 00:00:00   ,230.67
01.10.1999 00:00:00   ,230.58
01.11.1999 00:00:00   ,230.54
01.12.1999 00:00:00   ,230.61
01.01.2000 00:00:00   ,230.53
01.02.2000 00:00:00   ,230.95
01.03.2000 00:00:00   ,230.79
01.04.2000 00:00:00   ,230.96
01.05.2000 00:00:00   ,230.72
01.06.2000 00:00:00   ,230.59
01.07.2000 00:00:00   ,230.48
01.08.2000 00:00:00   ,230.41
01.09.2000 00:00:00   ,230.37
01.10.2000 00:00:00   ,230.42
01.11.2000 00:00:00   ,230.55
01.12.2000 00:00:00   ,230.61
01.01.2001 00:00:00   ,230.8
01.02.2001 00:00:00   ,230.67
01.03.2001 00:00:00   ,230.67
01.04.2001 00:00:00   ,230.71
01.05.2001 00:00:00   ,230.57
01.06.2001 00:00:00   ,230.43
01.07.2001 00:00:00   ,230.31
01.08.2001 00:00:00   ,230.25
01.09.2001 00:00:00   ,230.23
01.10.2001 00:00:00   ,230.17
01.11.2001 00:00:00   ,230.13
01.12.2001 00:00:00   ,230.08
01.01.2002 00:00:00   ,230.06
01.02.2002 00:00:00   ,230.03
01.03.2002 00:00:00   ,230.0
01.04.2002 00:00:00   ,229.99
01.05.2002 00:00:00   ,229.99
01.06.2002 00:00:00   ,229.95
01.07.2002 00:00:00   ,229.89
01.08.2002 00:00:00   ,229.94
01.09.2002 00:00:00   ,229.9
01.10.2002 00:00:00   ,229.95
01.11.2002 00:00:00   ,229.92
01.12.2002 00:00:00   ,230.07
01.01.2003 00:00:00   ,230.14
01.02.2003 00:00:00   ,230.14
01.03.2003 00:00:00   ,230.09
01.04.2003 00:00:00   ,230.06
01.05.2003 00:00:00   ,230.03
01.06.2003 00:00:00   ,230.0
01.07.2003 00:00:00   ,229.95
01.08.2003 00:00:00   ,229.89
01.09.2003 00:00:00   ,229.89
01.10.2003 00:00:00   ,229.89
01.11.2003 00:00:00   ,229.89
01.12.2003 00:00:00   ,229.88
01.01.2004 00:00:00   ,229.88
01.02.2004 00:00:00   ,229.96
01.03.2004 00:00:00   ,230.12
01.04.2004 00:00:00   ,230.26
01.05.2004 00:00:00   ,230.21
01.06.2004 00:00:00   ,230.98
01.07.2004 00:00:00   ,230.86
01.08.2004 00:00:00   ,230.57
01.09.2004 00:00:00   ,230.45
01.10.2004 00:00:00   ,230.39
01.11.2004 00:00:00   ,230.35
01.12.2004 00:00:00   ,230.3
01.01.2005 00:00:00   ,230.27
01.02.2005 00:00:00   ,230.26
01.03.2005 00:00:00   ,230.54
01.04.2005 00:00:00   ,230.58
01.05.2005 00:00:00   ,230.44
01.06.2005 00:00:00   ,230.36
01.07.2005 00:00:00   ,230.47
01.08.2005 00:00:00   ,230.66
01.09.2005 00:00:00   ,230.81
01.10.2005 00:00:00   ,230.65
01.11.2005 00:00:00   ,230.57
01.12.2005 00:00:00   ,230.91
01.01.2006 00:00:00   ,231.16
01.02.2006 00:00:00   ,230.99
01.03.2006 00:00:00   ,231.17
01.04.2006 00:00:00   ,230.98
01.05.2006 00:00:00   ,231.14
01.06.2006 00:00:00   ,231.04
01.07.2006 00:00:00   ,230.86
01.08.2006 00:00:00   ,230.76
01.09.2006 00:00:00   ,230.63
01.10.2006 00:00:00   ,230.51
01.11.2006 00:00:00   ,230.45
01.12.2006 00:00:00   ,230.38
01.01.2007 00:00:00   ,230.32
01.02.2007 00:00:00   ,230.29
01.03.2007 00:00:00   ,230.34
01.04.2007 00:00:00   ,230.38
01.05.2007 00:00:00   ,230.27
01.06.2007 00:00:00   ,230.21
01.07.2007 00:00:00   ,230.14
01.08.2007 00:00:00   ,230.09
01.09.2007 00:00:00   ,230.35
01.10.2007 00:00:00   ,230.39
01.11.2007 00:00:00   ,230.5
01.12.2007 00:00:00   ,230.61
01.01.2008 00:00:00   ,230.57
01.02.2008 00:00:00   ,230.5
01.03.2008 00:00:00   ,230.45
01.04.2008 00:00:00   ,230.41
01.05.2008 00:00:00   ,230.36
01.06.2008 00:00:00   ,230.67
01.07.2008 00:00:00   ,230.77
