Date,Levels
01.01.1976 00:00:00   ,520.61
01.02.1976 00:00:00   ,521.12
01.03.1976 00:00:00   ,520.88
01.04.1976 00:00:00   ,520.76
01.05.1976 00:00:00   ,521.27
01.06.1976 00:00:00   ,522.55
01.07.1976 00:00:00   ,521.46
01.08.1976 00:00:00   ,521.2
01.09.1976 00:00:00   ,521.12
01.10.1976 00:00:00   ,521.19
01.11.1976 00:00:00   ,520.6
01.12.1976 00:00:00   ,520.61
01.01.1977 00:00:00   ,520.72
01.02.1977 00:00:00   ,521.49
01.03.1977 00:00:00   ,521.59
01.04.1977 00:00:00   ,521.63
01.05.1977 00:00:00   ,522.58
01.06.1977 00:00:00   ,522.81
01.07.1977 00:00:00   ,522.47
01.08.1977 00:00:00   ,522.59
01.09.1977 00:00:00   ,522.11
01.10.1977 00:00:00   ,521.29
01.11.1977 00:00:00   ,520.83
01.12.1977 00:00:00   ,520.54
01.01.1978 00:00:00   ,520.38
01.02.1978 00:00:00   ,520.45
01.03.1978 00:00:00   ,521.71
01.04.1978 00:00:00   ,521.8
01.05.1978 00:00:00   ,522.17
01.06.1978 00:00:00   ,523.15
01.07.1978 00:00:00   ,523.2
01.08.1978 00:00:00   ,522.7
01.09.1978 00:00:00   ,522.2
01.10.1978 00:00:00   ,521.97
01.11.1978 00:00:00   ,521.49
01.12.1978 00:00:00   ,520.83
01.01.1979 00:00:00   ,520.85
01.02.1979 00:00:00   ,520.9
01.03.1979 00:00:00   ,520.86
01.04.1979 00:00:00   ,521.11
01.05.1979 00:00:00   ,521.74
01.06.1979 00:00:00   ,523.21
01.07.1979 00:00:00   ,522.74
01.08.1979 00:00:00   ,522.39
01.09.1979 00:00:00   ,522.07
01.10.1979 00:00:00   ,521.89
01.11.1979 00:00:00   ,521.65
01.12.1979 00:00:00   ,521.55
01.01.1980 00:00:00   ,521.2
01.02.1980 00:00:00   ,521.81
01.03.1980 00:00:00   ,521.24
01.04.1980 00:00:00   ,521.3
01.05.1980 00:00:00   ,522.35
01.06.1980 00:00:00   ,523.05
01.07.1980 00:00:00   ,523.32
01.08.1980 00:00:00   ,522.79
01.09.1980 00:00:00   ,522.05
01.10.1980 00:00:00   ,521.79
01.11.1980 00:00:00   ,521.69
01.12.1980 00:00:00   ,521.33
01.01.1981 00:00:00   ,521.28
01.02.1981 00:00:00   ,521.22
