Date,Levels
01.01.1995 00:00:00   ,229.6
01.02.1995 00:00:00   ,229.73
01.03.1995 00:00:00   ,229.9
01.04.1995 00:00:00   ,229.52
01.05.1995 00:00:00   ,229.21
01.06.1995 00:00:00   ,229.39
01.07.1995 00:00:00   ,229.02
01.08.1995 00:00:00   ,228.75
01.09.1995 00:00:00   ,229.16
01.10.1995 00:00:00   ,228.96
01.11.1995 00:00:00   ,228.86
01.12.1995 00:00:00   ,229.15
01.01.1996 00:00:00   ,229.69
01.02.1996 00:00:00   ,229.54
01.03.1996 00:00:00   ,229.84
01.04.1996 00:00:00   ,229.92
01.05.1996 00:00:00   ,229.6
01.06.1996 00:00:00   ,229.2
01.07.1996 00:00:00   ,229.23
01.08.1996 00:00:00   ,228.84
01.09.1996 00:00:00   ,229.21
01.10.1996 00:00:00   ,229.65
01.11.1996 00:00:00   ,229.53
01.12.1996 00:00:00   ,229.66
01.01.1997 00:00:00   ,229.46
01.02.1997 00:00:00   ,229.63
01.03.1997 00:00:00   ,229.53
01.04.1997 00:00:00   ,229.25
01.05.1997 00:00:00   ,229.15
01.06.1997 00:00:00   ,229.08
01.07.1997 00:00:00   ,229.46
01.08.1997 00:00:00   ,229.22
01.09.1997 00:00:00   ,228.89
01.10.1997 00:00:00   ,228.82
01.11.1997 00:00:00   ,228.93
01.12.1997 00:00:00   ,229.65
01.01.1998 00:00:00   ,229.54
01.02.1998 00:00:00   ,229.18
01.03.1998 00:00:00   ,229.23
01.04.1998 00:00:00   ,229.11
01.05.1998 00:00:00   ,228.88
01.06.1998 00:00:00   ,228.74
01.07.1998 00:00:00   ,229.54
01.08.1998 00:00:00   ,229.19
01.09.1998 00:00:00   ,229.68
01.10.1998 00:00:00   ,230.06
01.11.1998 00:00:00   ,230.03
01.12.1998 00:00:00   ,229.85
01.01.1999 00:00:00   ,229.81
01.02.1999 00:00:00   ,229.73
01.03.1999 00:00:00   ,229.71
01.04.1999 00:00:00   ,229.65
01.05.1999 00:00:00   ,229.73
01.06.1999 00:00:00   ,229.72
01.07.1999 00:00:00   ,229.49
01.08.1999 00:00:00   ,229.29
01.09.1999 00:00:00   ,229.26
01.10.1999 00:00:00   ,229.07
01.11.1999 00:00:00   ,229.14
01.12.1999 00:00:00   ,229.61
01.01.2000 00:00:00   ,229.38
01.02.2000 00:00:00   ,229.78
01.03.2000 00:00:00   ,229.55
01.04.2000 00:00:00   ,229.35
01.05.2000 00:00:00   ,229.04
01.06.2000 00:00:00   ,228.77
01.07.2000 00:00:00   ,228.64
01.08.2000 00:00:00   ,228.54
01.09.2000 00:00:00   ,228.54
01.10.2000 00:00:00   ,229.13
01.11.2000 00:00:00   ,229.67
01.12.2000 00:00:00   ,229.67
01.01.2001 00:00:00   ,229.87
01.02.2001 00:00:00   ,229.64
01.03.2001 00:00:00   ,229.5
01.04.2001 00:00:00   ,229.65
01.05.2001 00:00:00   ,229.27
01.06.2001 00:00:00   ,228.88
01.07.2001 00:00:00   ,228.69
01.08.2001 00:00:00   ,228.48
